_load_
"keypress <RETURN> on ""Page: https://www.telenor.no/bedrift/minbedrift/beta/#/"""
"click on ""Kontoer ( 1 )"""
"click on ""29 Abonnement"""
"click on ""53548575"""
"click on ""Confirm"""
"click on ""Order overview"""
"click on ""external"""
"click on ""MARKED"""
"click on ""2 Forhandlere"""
"click on ""MBN Aktiv Bruker"""
"click on ""62 36 94 33"""
"click on ""991 06 246"""
"click on ""7728701"""
"click on ""NORGES GRÃÂNNE FAGSKOLE - VEA"""
"click on ""2 Fakturakontoer"""
"keypress <RETURN> on ""number"""
"click on ""userType"""
"click on ""Valider"""
"click on ""selfOwner"""
"click on ""MBN Aktiv Bruker 29"""
"click on ""Forbundsrabatt 80"""
"click on ""481 99 797"""
"click on ""1 anbefaling"""
"click on ""Send SMS til ansatte"""
"keypress <RETURN> on ""ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <RETURN> on ""Page: downloads"""
"click on ""CIRCLE K AS"""
"click on ""KjÃÂ¸p i nettbutikk og Mine Sider tillatt"""
"click on ""21 Selskaper"""
"scroll on ""Page: downloads"""
"click on ""CIRCLE K NORGE AS"""
"keypress <g> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <a> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <96> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"click on ""580000339076"""
"click on ""HELSE NORD RHF"""
"keypress <c> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <b> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <d> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <e> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"click on ""FINNMARKSSYKEHUSET HF"""
"keypress <a> on ""ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"scroll on ""Page: mobile-app.html"""
"click on ""11337295"""
"click on ""pointer"""
"keypress <G> on ""TEXTAREA"""
"keypress <J> on ""TEXTAREA"""
"click on ""13 Avtaleprodukter"""
"click on ""2 Selskaper"""
"keypress <f> on ""simNumber"""
"click on ""Hittil i september"""
"click on ""Hoved-SIM SperretAktivtKlarte ikke ÃÂ¥ hente dataInformasjon om SIM-kort er utilgjengeligSist brukt10...."""
"click on ""Abonnement ( 11 )"""
"click on ""A H T ARNE HEGGERNES TRANSPORT AS"""
"click on ""AbonnementBedrift Fri+ 1GB24 mÃÂ¥neders avtale til 31.01.20"""
"touch on ""Fakturert"""
"click on ""Ny Fakturakonto"""
"click on ""Opprett Fakturakonto"""
"keypress <T> on ""search"""
"keypress <6> on ""TEXTAREA"""
"click on ""Nettside startpakke(landoy.no) Nettside startpakke tilbyr inntil 3 gratis sider til ÃÂ¥ bygge en netts..."""
"click on ""Bkk As"""
"click on """"Sjekk om din bedrift kan fÃÂ¥ fiber!"""""
"click on ""22 02 40 00"""
"click on ""View agreement"""
"click on ""Flere - Endring av abonnement"""
"click on ""905 47 703"""
"click on ""5510349102019"""
"click on ""Nettside startpakke"""
"click on ""Change user of subscription"""
"click on ""Search"""
"click on ""Save"""
"click on ""SYKEHUSET ÃÂSTFOLD HF"""
"click on ""905 37 538"""
"click on ""995 61 579"""
"click on ""data"""
"keypress <91> on ""Page: https://www.telenor.no/bedrift/minbedrift/beta/"""
"keypress <LEFT ARROW> on ""Page: https://www.telenor.no/bedrift/minbedrift/beta/"""
"click on ""HANDELSHUSET HETTE AS"""
"click on ""AKTIV VEIDRIFT AS"""
"click on ""Datapakker (1)"""
"click on ""Mobilt BedriftsnettKonfigurerSe avtale"""
"click on ""OSLO KOMMUNE PASIENT- OG BRUKEROMBUDET I"""
"click on ""12 Abonnement"""
"click on ""11 Fakturakontoer"""
"click on ""42 Abonnement"""
"click on ""Endring av abonnement"""
"click on ""expander"""
"click on ""FORCE TECHNOLOGY NORWAY AS"""
"click on ""Retningslinjer satt KjÃÂ¸p i nettbutikk og Mine Sider tillatt"""
"click on ""Se 2 avtaler"""
"click on ""5 Fakturakontoer"""
"click on ""41"""
"click on ""ALVÃÂRVIK GRÃÂSTEINSMURING AS"""
"click on ""M2MMaskin til Maskin"""
"click on ""HOVEDABONNEMENT"""
"click on ""Sider ( 4 )"""
"click on ""9 Fakturakontoer"""
"click on ""Legg til Selskaper"""
"click on ""Endre"""
"click on ""Legg til Kontoer"""
"click on ""Legg til administrator"""
"click on ""FÃÂ¥ oversikt over bedriftens mobilabonnement, fakturakontoer, skytjenester og avtaler. Administratore..."""
"click on ""FINHOLTH, KRISTINE FAUSK"""
"click on ""Flere - Feil"""
"click on ""Nytt oppsett"""
"click on ""SIM cards"""
"click on ""945 34 422"""
"click on ""See orders"""
"click on ""So far in September"""
"click on ""Notifications"""
"click on ""Surf 25GB"""
"click on ""Bedrift Total"""
"click on ""No lock-in"""
"click on ""Messages from Telenor"""
"click on ""Administrators"""
"click on ""telenor"""
"click on ""LARSEN, KNUT ODDVAR"""
"click on ""ng-untouched ng-valid ng-dirty ng-valid-parse select-item"""
"scroll on ""Page: subscriptions?account=9834525"""
"keypress <RETURN> on ""Page: subscriptions?account=9834525"""
"click on ""87 Abonnement"""
"click on ""Mobilt BredbÃÂ¥nd 5GB"""
"click on ""Se 4 avtaler"""
"click on ""5 Avtaleprodukter"""
"click on ""Skytjenester"""
"click on ""Bedrift Fri+ 8GB"""
"click on ""Datakort 2"""
"scroll on ""Page: subscriptions"""
"click on ""Send til e-post"""
"click on ""HAFNOR, JÃÂRN EGIL"""
"click on ""Ingen ekstra varslingspunkt"""
"click on ""CAMPBELL, KATJA HELEN EDLAND"""
"click on ""Legg til binding"""
"keypress <RETURN> on ""Page: accounts"""
"keypress <S> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <N> on ""search-input ng-valid ng-valid-maxlength ng-touched ng-dirty ng-valid-parse"""
"keypress <N> on ""search-input ng-valid ng-valid-maxlength ng-dirty ng-valid-parse ng-touched"""
"keypress <K> on ""search-input ng-valid ng-valid-maxlength ng-dirty ng-valid-parse ng-touched"""
"click on ""ng-valid ng-dirty ng-valid-parse ng-touched"""
"click on ""Lokasjon"""
"click on ""990 20 959"""
"click on ""Tvilling-SIM SperretAktivtKlarte ikke ÃÂ¥ hente dataInformasjon om SIM-kort er utilgjengeligSist brukt..."""
"scroll on ""ART752344919 abonnementARTEC AS DRH M2M TOTAL BETALINGSTERM781848712 abonnementDR. HOLMS HOTEL AS DR..."""
"scroll on ""FÃÂSM - DATA100881043 abonnementFRYDENBÃÂ INDUSTRI ÃÂKSFJORD AS Kontoreferanse mangler111581300 abonnem..."""
"scroll on ""Page: 45308769"""
"click on ""39,-/mnd"""
"click on ""414 31 483"""
"click on ""450 50 815"""
"click on ""450 66 349"""
"touch on ""ReferanserIngen referanser"""
"touch on ""Mobilnummer"""
"click on ""Tvilling-SIM 0,- /mnd 0,- etableringLegg til"""
"click on ""Datakort 1AktivtSist bruktUkjentInstallert iUkjent"""
"click on ""Finn PUK-kode"""
"click on ""Fastnett"""
"click on ""unpaid invoices"""
"click on ""Log out"""
"keypress <h> on ""simNumber"""
"click on ""Fastnett ( 1 )"""
"click on ""INTERNETT ADSL BEDRIFT - 63474313"""
"click on ""BERGLI, ERIK"""
"click on ""Abonnement ( 7 )"""
"click on ""Paid"""
"keypress <SPACE> on ""ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"click on ""Bruk eksisterende"""
"click on ""OLSEN, MARTE"""
"click on ""THYLÃÂN, LARS ANDERS HÃÂKAN"""
"click on ""HERTZBERG, MARIA KNAGENHJELM"""
"click on ""28.09.2018"""
"keypress <RETURN> on ""Page: companies"""
"click on ""483 92 614"""
"scroll on ""Page: companies"""
"click on ""Kontakt oss"""
"click on ""5993647"""
"click on ""975 57 103"""
"click on ""Abonnement ( 4 )"""
"click on ""Abonnement ( 19 )"""
"click on ""Rolle og avdeling"""
"click on ""refresh"""
"click on ""Hoved-SIMAktivtSist bruktUkjentInstallert iUkjent"""
"click on ""33 40 36 8"""
"click on ""STIFTELSEN LILLEHAMMER STEINERSKOLE"""
"keypress <O> on ""search-input ng-valid ng-valid-maxlength ng-dirty ng-valid-parse ng-touched"""
"click on ""580000123730"""
"click on ""580000116743"""
"click on ""580010424132"""
"click on ""ivar jÃÂ¸rgen"""
"click on ""triangle"""
"click on ""242020-AKIM Kontoreferanse mangler95447172 abonnementSUNNAAS SYKEHUS HF AVD. DRÃÂBAK Kontoreferanse m..."""
"click on ""210000 - DIREKTÃÂR STAB Kontoreferanse mangler98509306 abonnementSUNNAAS SYKEHUS HF 211000 KOMMUNIKAS..."""
"scroll on ""245000 - FORSKNINGSAVD. Kontoreferanse mangler985105325 abonnementSUNNAAS SYKEHUS HF 241200 SLA Kont..."""
"click on ""245000 - FORSKNINGSAVD. Kontoreferanse mangler985105325 abonnementSUNNAAS SYKEHUS HF 241200 SLA Kont..."""
"click on ""To be paid"""
"click on ""1 Avtaleprodukt"""
"click on ""Fakturakontroll Medium"""
"click on ""Se 3 avtaler"""
"click on ""23 Avtaleprodukter"""
"scroll on ""Kontoreferanse mangler83937660 abonnementFRED ERIK PEDERSEN  Kontoreferanse mangler87694420 abonneme..."""
"click on ""TORKILDSON, ERIK NILSEN"""
"click on ""Bedrift+ XS"""
"click on ""GJENGSTÃÂ, ARNE"""
"click on ""24 mÃÂ¥neders avtale til 10.09.20"""
"click on ""WISE CONSULTING AS"""
"click on ""M2M Total"""
"click on ""OSLOFJORDENS FRILUFTSRÃÂD"""
"click on ""Created with Highcharts 4.2.7Kostnader siden mÃÂ¥nedsskifteFaste:577,-PÃÂ¥lÃÂ¸pt:190,40"""
"click on ""22 Abonnement"""
"click on ""901 71 753"""
"click on ""BODÃÂ GLASS & RAMME AS"""
"click on ""IVERSEN, TOMMY"""
"click on ""11.09.2018"""
"click on ""04.09.2018"""
"click on ""25.08.2018"""
"click on ""Subscriptions"""
"click on ""Order Terminate"""
"click on ""9128168"""
"click on ""24.09.2018"""
"click on ""DRAMMEN KOMMUNE"""
"click on ""468 16 632"""
"click on ""Maskin til Maskin"""
"click on ""2 anbefalinger"""
"click on ""APIer"""
"click on ""KROGSVEEN, LARS"""
"keypress <144> on ""Page: https://www.telenor.no/bedrift/minbedrift/beta/"""
"click on ""580007687599"""
"click on ""580007687780"""
"click on ""580007687790"""
"click on ""23450"""
"click on ""947 94 932"""
"click on ""905 67 217"""
"click on ""Ingen referanser"""
"keypress <A> on ""search"""
"click on ""Datapakker"""
"click on ""Tryg Forsikring"""
"click on ""580010741806"""
"click on ""580000397604"""
"click on ""580000835025"""
"click on ""580000246851"""
"click on ""580007679865"""
"click on ""580000173978"""
"click on ""580000175618"""
"click on ""580007696692"""
"click on ""580007663232"""
"click on ""580000445408"""
"click on ""994 78 604"""
"click on ""580000294044"""
"click on ""466 83 318"""
"click on ""SperretAktivt"""
"click on ""4 Abonnement"""
"click on ""MBN Aktiv Bruker39,- /mnd"""
"click on ""facturas sin pagar"""
"click on ""5511482014002"""
"click on ""948 60 441"""
"click on ""FRANCO, IVAN CALVO"""
"touch on ""Kontobalanse"""
"click on ""957 48 340"""
"click on ""REMMEN, SUSANNE FRANCO"""
"click on ""974 32 482"""
"click on ""fakturakontoer"""
"click on ""MICAELSEN EIENDOM AS"""
"scroll on ""Page: subscriptions?account=11022167"""
"click on ""Page: subscriptions?account=11022167"""
"click on ""Wyloguj siÃÂ"""
"click on ""37 Avtaleprodukter"""
"click on ""ROADWORKS AS"""
"keypress <91> on ""dot dot1"""
"click on ""995 74 422"""
"click on ""489 98 800"""
"keypress <O> on ""TEXTAREA"""
"click on ""Aug. - Sep."""
"keypress <221> on ""TEXTAREA"""
"click on ""Bedrift Fri+ 4GB"""
"click on ""JOHANSEN, KRISTINE IDA"""
"click on ""JOHANSEN, SINA MARLÃÂN"""
"click on ""DatapakkeSurf 5GBIngen bindingstid"""
"keypress <0> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <3> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"click on ""Sist brukt18.04.2018Installert iSony Mobile Communications Xperia Z3 Compact"""
"keypress <O> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"click on ""fusion"""
"click on ""4208885"""
"click on ""920 38 847"""
"click on ""(landoy.no)"""
"scroll on ""Page: 42168445"""
"click on ""RAVNÃÂS, JARLE"""
"click on ""11484528"""
"click on ""ROQC DM MOBILES"""
"click on ""AGA, WENDY GWYNETH ROSE"""
"keypress <4> on ""TEXTAREA"""
"keypress <DELETE> on ""TEXTAREA"""
"keypress <M> on ""TEXTAREA"""
"scroll on ""Du 13:46Hei. For abonnement Jarle RavnÃÂ¥s tlf. 94504885 stÃÂ¥r det kr 50 pÃÂ¥ fakturaen for betaling mobi..."""
"keypress <B> on ""TEXTAREA"""
"keypress <192> on ""TEXTAREA"""
"keypress <U> on ""TEXTAREA"""
"keypress <40> on ""TEXTAREA"""
"keypress <38> on ""TEXTAREA"""
"keypress <0> on ""TEXTAREA"""
"keypress <P> on ""TEXTAREA"""
"click on ""920 51 302"""
"click on ""MELLEMSETER"""
"keypress <V> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <E> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"keypress <L> on ""search-input ng-untouched ng-valid ng-valid-maxlength ng-dirty ng-valid-parse"""
"click on ""BUVARP, IDA ABEL"""
"click on ""BUVARP, VANJA ABEL"""
"click on ""415 80 239"""
"keypress <40> on ""Page: subscriptions"""
"click on ""ULFSNES, KAREN SOFIE"""
"click on ""NIELSEN, NINA RÃÂNNEBERG"""
"keypress <17> on ""search"""
"click on ""KENNETH"""
"click on ""Datakort 1 SperretAktivtKlarte ikke ÃÂ¥ hente dataInformasjon om SIM-kort er utilgjengeligSist bruktUk..."""
"click on ""938 10 518"""
"click on ""580000836464"""
"click on ""107 Avtaleprodukter"""
"click on ""Kontoer ( 3 )"""
"click on ""aug. - sep."""
"click on ""Mobilt BredbÃÂ¥nd 35GB"""
"click on ""16 Avtaleprodukter"""
"click on ""LAPOINT TRAVELS AS"""
"click on ""ReferanserLEDIG"""
"scroll on ""469 41 487LAPOINT TRAVELS ASSURFCAMP15.05.2018Kontoreferanse mangler948 03 657LAPOINT TRAVELS ASEVEL..."""
"scroll on ""904 14 777LAPOINT TRAVELS ASMarco Brito15.05.2018KRISTINA VASSBOTN902 11 014BAUMGARTEN, MARK15.05.20..."""
"keypress <T> on ""TEXTAREA"""
"keypress <D> on ""TEXTAREA"""
"click on ""Administrator og ansatt i selskapet"""
"click on ""VOLVO NORGE AS"""
"click on ""4857596"""
"click on ""Se 6 avtaler"""
"click on ""Medlemmer"""
"click on ""Rabatt forbruk innland"""
"click on ""Se 5 avtaleprodukter"""
"click on ""Gyldig"""
"click on ""6 Selskaper"""
"click on ""11431456"""
"click on ""477 15 233"""
"click on ""Surf 100GB"""
"click on ""10091068"""
"click on ""Fakturakopi"""
"click on ""4 Avtaleprodukter"""
"click on ""Statuskatalog"""
"click on ""Mobilt Bedriftsnett avtale - ISONOR IT AS"""
"click on ""Reklamasjon"""
"click on ""shared-data"""
"click on ""AO PRODUKSJON AS"""
"click on ""Se datapakker"""
"click on ""Abonnement fastnett"""
"click on ""9457798"""
"click on ""Referanser"""
"click on ""1"""
"keypress <BACKSPACE> on ""Page: https://www.telenor.no/bedrift/minbedrift/beta/"""
"keypress <RIGHT ARROW> on ""TEXTAREA"""
"keypress <C> on ""TEXTAREA"""
"click on ""GEIR TREFALL580000787750"""
